Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,WorkHoursPerWeek,AnnualBonus
Masters,2017,New Delhi,2,24.0,Female,No,2,0,53.85558584306111,8060.965828199009
Bachelors,2016,Bangalore,3,24.0,Male,No,2,0,38.124967537862226,9378.667602467109
Masters,2015,Pune,3,28.0,Female,No,2,0,43.16914262116909,16229.130628727486
Bachelors,2017,Bangalore,3,24.0,Female,No,2,0,32.35369144026798,12239.01853492281
Bachelors,2017,Pune,3,25.0,Male,No,3,0,30.760522302463727,8240.471605896084
Bachelors,2017,Bangalore,1,25.0,Male,No,3,0,58.87945244033775,19509.067855554465
Masters,2015,Pune,3,28.0,Female,No,2,0,55.079403615366175,15726.875297253318
Bachelors,2017,Pune,3,,Male,No,4,0,50.87922618281094,19357.02248809694
Bachelors,2014,Pune,3,24.0,Male,No,2,0,42.268588332428095,11406.575680405149
Bachelors,2014,Pune,3,25.0,Female,No,3,1,35.19882960212537,12126.505110375807
Bachelors,2018,Pune,3,26.0,Female,No,4,1,34.693111280132584,18469.328242775286
Bachelors,2016,Bangalore,3,27.0,Male,No,5,0,37.50728694493786,12875.74010368077
Bachelors,2017,Bangalore,3,28.0,Female,No,2,0,46.476799941183614,15609.183678585008
Bachelors,2012,Pune,3,28.0,Male,,2,0,51.437877681001865,8782.59316243295
Masters,2012,New Delhi,3,,Female,No,2,1,49.80592130153194,11700.897030539607
Bachelors,2013,Bangalore,3,26.0,Male,No,4,0,38.39801690837828,6851.747987155327
Bachelors,2015,New Delhi,3,26.0,Female,Yes,4,0,58.64595841989582,8089.700538154425
Bachelors,2017,Bangalore,3,28.0,Male,No,1,0,52.13690750087305,5014.1512290144665
Bachelors,2018,Pune,3,25.0,Male,Yes,3,1,46.63062157534202,5588.975774729904
Masters,2017,New Delhi,3,24.0,Male,No,2,0,48.35162238703057,19659.25734765394
Bachelors,2013,Bangalore,3,28.0,Male,No,2,1,42.5880018728337,8635.305427051435
Bachelors,2017,Bangalore,3,24.0,Male,No,2,0,37.431929685034724,14949.66064256003
Masters,2017,New Delhi,2,25.0,Female,No,3,1,40.679180359537845,17586.495481994174
Bachelors,2013,Pune,2,28.0,Female,No,1,1,52.735383313931074,13259.906888548463
Bachelors,2015,Bangalore,3,24.0,Female,No,2,0,30.431804658892677,7297.167501259342
Bachelors,2016,Pune,3,26.0,Male,No,4,0,33.48217921520749,15921.746560042495
Bachelors,2015,New Delhi,2,27.0,Female,No,5,1,31.380079260652582,14003.771151493745
Bachelors,2018,Bangalore,3,24.0,Female,No,2,1,31.221864069569104,15968.758840210627
Bachelors,2013,Bangalore,3,27.0,Female,No,5,0,55.66381752033021,16546.199342856307
Bachelors,2013,Bangalore,3,24.0,Male,Yes,2,0,51.109735781400715,19631.155515271177
Bachelors,2013,Bangalore,3,24.0,Female,No,2,0,44.22521487261976,13603.44920040065
Bachelors,2013,Bangalore,3,27.0,Male,No,5,0,32.93502481953004,10124.616690359027
Bachelors,2017,Bangalore,3,26.0,Female,No,4,0,44.74847625350497,14726.968353503557
Bachelors,2015,Bangalore,3,24.0,Female,No,2,0,44.20415312341697,6026.610638639392
Bachelors,2012,Pune,3,24.0,Female,No,2,1,35.196056097300456,18460.959774823794
Bachelors,2016,Bangalore,3,24.0,Male,Yes,2,1,43.01554947713919,6790.715170072952
Bachelors,2012,Bangalore,3,28.0,Male,No,3,0,41.955142031921206,9917.642568287274
Bachelors,2017,New Delhi,2,27.0,Male,No,5,0,48.47550294156649,17236.180709391814
Bachelors,2012,Pune,2,27.0,Female,No,5,1,49.052809526029314,13959.685674960678
Masters,2017,Pune,2,27.0,Male,No,5,0,31.359120293161336,10904.53280416163
Bachelors,2017,Pune,2,24.0,Male,No,2,1,41.238378438794136,12101.53489062532
Bachelors,2016,Pune,1,26.0,Female,No,4,1,48.77579747142709,17818.210898032703
Bachelors,2015,Pune,3,,Female,No,4,1,45.09408775740263,10100.065790898381
Bachelors,2016,Bangalore,3,25.0,Male,No,3,1,55.69469523564967,18044.74527218257
Bachelors,2012,Pune,3,26.0,Male,No,4,0,49.760808948568354,6322.016464650373
Bachelors,2017,Bangalore,3,28.0,Male,No,2,0,34.88803281244289,16651.976558129463
Bachelors,2012,Bangalore,3,25.0,Male,No,3,0,32.11706242201289,17713.214495821045
Bachelors,2017,Bangalore,3,25.0,Female,Yes,3,0,49.27257834618947,7727.264792560081
Masters,2017,Pune,2,26.0,Male,No,4,0,30.795339316248654,11455.197985583007
Masters,2017,Pune,3,28.0,Male,No,1,1,47.5732674382039,7482.496619954834
Masters,2015,Pune,2,25.0,Female,No,3,1,58.20690724274873,15599.061934913267
Bachelors,2017,New Delhi,2,26.0,Female,No,4,0,47.26422533627637,13030.216520924852
Bachelors,2017,New Delhi,2,26.0,Male,No,4,0,41.645097786195656,14529.850200624815
Bachelors,2016,Bangalore,3,27.0,Male,No,5,0,49.29864655327059,7947.304504343167
Bachelors,2017,New Delhi,3,27.0,Female,No,5,0,43.747586714745495,8176.187930786293
Bachelors,2015,New Delhi,3,24.0,Female,No,2,0,46.36850367947805,5622.459882648595
Masters,2017,Bangalore,1,26.0,Female,No,4,1,58.24394426329576,9831.013027935946
Bachelors,2017,New Delhi,1,28.0,Female,No,2,0,41.58307913402323,13396.169920005124
Bachelors,2015,Bangalore,3,24.0,Male,No,2,0,58.83571691471742,17869.023709959933
Masters,2015,Pune,2,25.0,Female,No,3,1,57.160519258681916,15003.911711880211
Bachelors,2014,Bangalore,3,25.0,Female,No,3,0,35.873734043678894,11530.944850996271
Bachelors,2014,Bangalore,3,28.0,Male,No,2,0,32.080839026254964,19296.801715912065
Bachelors,2017,Bangalore,3,28.0,Male,No,3,0,33.0233400413228,15788.678008637478
Masters,2015,New Delhi,1,27.0,Male,No,5,0,30.546654769546493,18952.47804293825
Bachelors,2014,Pune,1,26.0,Female,No,4,1,32.83328882267785,12913.819599082486
Masters,2018,Bangalore,3,,Male,Yes,3,1,50.490203202490704,8883.564121897094
Bachelors,2016,Bangalore,3,28.0,Female,No,3,0,32.135659453806866,5792.400295470829
Bachelors,2018,New Delhi,3,26.0,Female,Yes,4,1,39.56926890881284,15891.272772257757
Bachelors,2015,Pune,2,24.0,Female,No,2,1,55.34625932908364,6819.544970083012
Bachelors,2017,Bangalore,3,27.0,Male,Yes,5,0,30.698158072074776,9541.626924079508
Bachelors,2014,Bangalore,3,26.0,Male,No,4,0,54.43405447766807,12987.06361825846
Bachelors,2014,Bangalore,3,24.0,Male,No,2,0,38.455643243202,13466.248816696216
Bachelors,2016,Bangalore,3,28.0,Male,No,2,0,33.54494482864969,14008.74795480704
Bachelors,2015,Pune,2,25.0,Female,No,3,1,50.90211496092452,7493.82995524551
Bachelors,2013,Pune,3,27.0,Male,No,5,0,48.86828540339652,10696.06107232473
Bachelors,2015,Bangalore,3,28.0,Male,No,3,0,56.32416040581159,14257.9134067545
Bachelors,2014,Bangalore,3,26.0,Male,No,4,0,52.05213131411657,19547.28296950677
Bachelors,2012,Bangalore,3,24.0,Male,No,2,0,54.10442791154546,15914.46706549533
Bachelors,2013,Bangalore,3,27.0,Male,No,5,0,38.4610371771392,18839.056356409368
Bachelors,2015,Bangalore,3,26.0,Female,Yes,4,1,35.32318631339169,16433.180874712656
Bachelors,2015,Pune,3,28.0,Male,No,2,0,52.51844254922575,13875.754533386007
Bachelors,2014,New Delhi,2,24.0,Female,No,2,1,54.20504217801792,7880.350537045168
Bachelors,2013,Bangalore,3,24.0,Male,No,2,0,59.7151542600202,15000.284778387695
Bachelors,2018,Bangalore,3,28.0,Male,Yes,3,1,42.37853030734279,14350.693489398605
Bachelors,2015,Pune,3,27.0,Male,No,5,0,41.160542573783495,14037.037556858997
Bachelors,2014,Pune,2,26.0,Male,No,4,0,53.29238882225991,12346.788019823613
Bachelors,2016,Bangalore,3,25.0,Male,No,3,1,40.22410620759054,12929.849059839134
PHD,2013,Bangalore,3,25.0,Male,No,3,0,57.922719768106944,10016.63790677156
Bachelors,2014,Bangalore,3,25.0,Male,No,3,0,55.75238255529035,12789.690389634547
Bachelors,2017,New Delhi,2,28.0,Female,No,1,0,42.86982082125055,7963.338585177174
Bachelors,2015,Pune,1,26.0,Female,No,4,1,52.52613203374492,17077.615960405652
Masters,2017,New Delhi,3,26.0,Male,,4,1,52.63628622254047,7786.654320480617
Bachelors,2014,Bangalore,3,27.0,Male,No,5,0,33.09371606507798,6274.494348341997
Bachelors,2012,New Delhi,3,24.0,Female,No,2,0,57.076587200386996,11543.69039535736
Bachelors,2017,New Delhi,2,24.0,Male,No,2,0,45.15757117343571,14874.611592590927
Bachelors,2015,Bangalore,3,26.0,Male,No,4,0,54.79372398323225,11565.752374003121
Bachelors,2012,Bangalore,3,26.0,Female,No,4,0,39.601488030918354,9151.311979269629
Bachelors,2015,Bangalore,3,24.0,Male,No,2,0,56.86569685488601,13372.56775835661
Masters,2014,Pune,3,25.0,Male,No,3,0,41.676050362024895,10205.035031182999
Bachelors,2015,Bangalore,3,28.0,Male,No,2,0,30.325129544408952,18993.015351899496
Bachelors,2016,Pune,3,24.0,Male,No,2,0,57.16145929257791,18839.67709405358
Bachelors,2016,Bangalore,3,26.0,Female,No,4,0,32.73860030358401,12535.577299581433
Bachelors,2015,Pune,2,25.0,Female,Yes,3,1,39.579409127712445,9918.259910273879
Masters,2013,New Delhi,2,25.0,Male,No,3,1,58.50185901152415,16056.986209349587
Bachelors,2017,Pune,3,25.0,Male,No,3,0,58.51821440812668,5550.694152245999
Bachelors,2015,Pune,2,26.0,Female,Yes,4,1,47.203136643698585,12121.535090654768
Masters,2015,Bangalore,2,,Female,No,4,1,48.95511636509398,10044.850914055003
Bachelors,2012,Pune,3,27.0,Female,No,5,0,43.45336565934959,18808.03827653832
Masters,2017,New Delhi,3,28.0,Male,Yes,2,0,38.79632315094194,5180.0454090902385
Bachelors,2016,Pune,3,25.0,Male,No,3,0,39.85993636109748,13292.223135775237
Bachelors,2016,Bangalore,3,24.0,Male,No,2,0,50.175553682311154,16109.95371599939
Bachelors,2016,Pune,3,28.0,Male,No,1,0,52.5712358831304,12275.269812860619
Bachelors,2013,New Delhi,3,27.0,Female,Yes,5,0,53.74737131177545,6281.045452440825
Bachelors,2015,New Delhi,3,26.0,Male,No,4,0,53.68854428383662,19586.920850418534
Bachelors,2016,Bangalore,3,27.0,Male,No,5,0,32.73618309146071,12770.156470641468
Bachelors,2017,Pune,2,27.0,Male,No,5,0,44.83260914107744,14212.793664785171
Bachelors,2012,Bangalore,3,27.0,Male,No,5,0,31.72676280049933,8549.14674061261
PHD,2018,New Delhi,3,25.0,Male,No,3,1,46.485866469712064,12252.471276602057
Bachelors,2014,Pune,3,27.0,Male,No,5,0,43.245915041201314,11437.242379374828
Bachelors,2013,Bangalore,3,26.0,Female,No,4,0,56.63112548274899,6123.437630029756
Masters,2017,Pune,2,24.0,Female,No,2,1,40.527450376562356,6592.405303212008
PHD,2016,New Delhi,2,,Male,No,3,1,33.512010492828175,17562.08779428162
Masters,2014,New Delhi,3,26.0,Male,No,4,1,34.28975046158507,8597.299283098853
Masters,2017,New Delhi,2,27.0,Male,Yes,5,1,52.84531895152416,7924.374072479458
PHD,2013,New Delhi,3,27.0,Male,No,5,0,48.546541899487835,12573.671768752089
Masters,2014,New Delhi,3,28.0,Female,No,1,0,33.03368028368371,16531.20697043769
Bachelors,2017,Pune,3,27.0,Male,No,5,0,32.52320418344992,5929.197778684818
Bachelors,2015,Pune,3,26.0,Female,Yes,4,1,51.0290739437736,13652.118794573838
Masters,2014,Bangalore,3,26.0,Male,No,4,1,32.182890190925804,6788.1566426086
Masters,2012,Pune,3,27.0,Male,No,5,0,54.65580177871068,5546.915762384277
Bachelors,2017,Bangalore,3,26.0,Male,No,4,0,51.18726681469489,5791.159282433261
Masters,2017,Pune,2,27.0,Male,No,5,1,32.44046341925699,17512.46162312662
Bachelors,2017,Bangalore,3,27.0,Male,No,5,0,32.545131422555755,6769.587254420923
Bachelors,2016,Bangalore,3,25.0,Male,No,3,1,59.59918735503526,5677.270466184379
Bachelors,2016,Pune,3,27.0,Male,Yes,5,0,41.22812387268361,11568.498307143684
Bachelors,2014,Pune,3,,Male,No,3,0,41.11926441200673,17659.90207913037
Bachelors,2017,Bangalore,3,28.0,Male,No,1,0,54.383987017725076,8936.12564733953
Masters,2012,Pune,3,24.0,Male,No,2,0,58.41745732151576,11325.689262888745
Bachelors,2014,Bangalore,3,25.0,Male,Yes,3,0,59.58003191468613,5598.837988456268
Bachelors,2013,Pune,2,25.0,Male,No,3,1,52.60134555776825,11736.177712023138
Bachelors,2012,Pune,3,27.0,Male,No,5,0,41.287787565927474,13664.196209557005
Bachelors,2017,Bangalore,3,26.0,Male,No,4,0,32.50502150096006,13563.605806282172
Bachelors,2013,Pune,3,26.0,Male,No,4,0,53.3144074778231,9986.400382615477
Bachelors,2016,Bangalore,3,24.0,Male,No,2,0,46.75212749207415,9732.997709947032
Bachelors,2014,Bangalore,3,25.0,Female,No,3,0,42.72666027740929,6599.354284048968
Bachelors,2015,New Delhi,3,25.0,Male,No,3,0,57.19063155284208,10501.974809694026
PHD,2012,Pune,3,24.0,Male,No,2,0,33.33592446918454,6492.4200330944695
Bachelors,2013,Bangalore,3,27.0,Male,No,5,0,44.778753128725775,16498.939170680773
Bachelors,2015,Bangalore,3,25.0,Male,No,3,0,30.34060934302257,19494.11446622279
Bachelors,2016,Bangalore,3,26.0,Male,No,4,0,44.05981925982379,19551.116850000602
Masters,2015,New Delhi,3,24.0,Female,No,2,0,31.68909827045512,17976.06649063091
Bachelors,2012,Bangalore,3,26.0,Male,No,4,0,33.564537488042156,14011.882240094286
Bachelors,2013,Pune,3,24.0,Male,No,2,0,33.525787403313146,15512.985458658199
Masters,2017,New Delhi,3,24.0,Male,No,2,1,49.47630906348191,9278.08704020621
Bachelors,2014,Bangalore,1,25.0,Male,Yes,3,0,52.3813463779627,14461.55630258931
Bachelors,2018,Bangalore,3,28.0,Male,No,1,1,47.50106295291479,11834.743241598162
Bachelors,2017,Bangalore,3,28.0,Male,Yes,3,0,58.86517645423626,12230.260096653987
Masters,2013,Bangalore,3,28.0,Female,Yes,2,1,41.24611738571112,16366.64840562737
Bachelors,2013,Bangalore,3,26.0,Male,Yes,4,0,38.57136258845582,9228.775333958774
Masters,2018,New Delhi,1,24.0,Male,Yes,2,1,56.057973845683804,9770.594175417798
Bachelors,2012,Bangalore,3,25.0,Male,No,3,0,36.70787515558358,18869.62686692955
PHD,2013,New Delhi,2,27.0,Female,No,5,0,58.89667618321834,5843.364422764584
Masters,2018,New Delhi,3,28.0,Male,Yes,2,1,30.36463424069449,12284.514476200105
Bachelors,2014,Bangalore,3,,Male,No,3,1,59.09636480122917,18692.012006117926
Bachelors,2014,Pune,3,27.0,Male,No,5,0,31.294797358517283,14155.445117272355
Bachelors,2013,New Delhi,3,24.0,Female,No,2,1,56.73429341094213,13196.10611318198
Bachelors,2015,Pune,2,28.0,Female,No,1,1,45.831033272588996,8746.162688440329
Bachelors,2015,Pune,2,26.0,Female,No,4,1,59.78894388357901,10149.132335966724
Bachelors,2017,New Delhi,2,28.0,Female,No,3,0,32.213896942061965,17780.726237070394
Masters,2012,Pune,3,27.0,Female,No,5,1,46.61562853203962,13388.271976526872
Masters,2017,Pune,3,,Female,Yes,3,1,59.079076068572974,12721.132906351697
Masters,2013,New Delhi,2,25.0,Male,No,3,1,45.692935325104465,6493.695703100434
Masters,2017,New Delhi,2,27.0,Male,No,5,1,48.88195914405787,5240.4223468268465
Bachelors,2017,Bangalore,3,24.0,Male,,2,0,50.87246066953851,19455.277830305735
Bachelors,2016,Pune,2,24.0,Female,No,2,1,43.636231943033195,10654.792509302624
Bachelors,2012,Bangalore,3,26.0,Female,No,4,0,48.8267424025219,14048.195931492564
Bachelors,2012,Bangalore,3,24.0,Male,No,2,1,47.529429357693004,6195.7260978092745
Masters,2017,Pune,2,24.0,Male,No,2,0,57.034740314729675,15246.7142858457
Bachelors,2015,Pune,2,,Female,Yes,3,1,31.363391410243736,18988.500630589413
Bachelors,2015,New Delhi,3,26.0,Female,Yes,4,0,38.42889568776691,13634.978794961295
Bachelors,2013,Pune,2,24.0,Male,Yes,2,1,58.51234452229676,6891.7298356311585
Bachelors,2013,Pune,3,25.0,Male,No,3,0,56.70791351672749,13725.82291210215
PHD,2015,New Delhi,2,28.0,Female,No,1,0,43.669702583571386,16495.208196569787
Bachelors,2016,Pune,3,24.0,Male,No,2,0,48.6039779340461,11096.24804861028
Bachelors,2017,Bangalore,3,24.0,Female,No,2,0,38.32143548943398,18197.566219122018
Bachelors,2016,Bangalore,3,27.0,Male,No,5,0,35.64363479171284,14730.244300360468
Bachelors,2017,Bangalore,3,25.0,Female,No,3,0,43.91095214819946,18488.733774338038
Masters,2014,New Delhi,3,27.0,Male,No,5,0,40.60056684078158,14352.579668710057
Bachelors,2016,Bangalore,3,27.0,Male,No,5,0,47.509683355526164,6969.319580072363
Bachelors,2016,Bangalore,3,,Female,No,3,0,32.332039108949544,9645.375666577836
Bachelors,2018,Pune,3,25.0,Male,No,3,1,59.23184422998499,8026.924223786854
Bachelors,2013,Bangalore,3,26.0,Male,Yes,4,1,59.586322334388086,18632.397465752932
Bachelors,2015,New Delhi,3,25.0,Male,No,3,1,50.94485142059236,16406.00100931224
Bachelors,2017,New Delhi,2,,Female,No,3,1,46.08289099032361,15145.975533650091
Bachelors,2012,Bangalore,3,25.0,Male,Yes,3,0,39.28582848858983,9514.494794474325
Bachelors,2014,New Delhi,3,28.0,Female,No,2,0,54.41385059120846,7760.671580753203
Bachelors,2017,New Delhi,2,27.0,Female,No,5,0,50.54193517661638,16346.766319833678
Bachelors,2018,Pune,3,26.0,Male,No,4,1,34.87850818034674,12112.369188186196
Masters,2014,New Delhi,3,28.0,Male,No,2,0,57.32781553481527,8386.843282259437
Bachelors,2013,Bangalore,3,27.0,Male,No,5,1,54.67611728769507,14249.329672479127
Masters,2017,Pune,3,25.0,Male,No,3,1,58.49399739875772,5605.00778207678
Bachelors,2018,Bangalore,3,28.0,Male,No,2,1,51.7715852516508,9892.553811923803
Bachelors,2016,Bangalore,3,24.0,Male,No,2,0,48.402455878073695,12028.354918867019
Bachelors,2012,Bangalore,3,24.0,Male,Yes,2,0,42.547291088718566,7219.375011641087
Bachelors,2015,Bangalore,3,28.0,Female,No,1,0,57.9818545006204,19769.817163862594
Bachelors,2014,Bangalore,3,24.0,Male,No,2,0,55.98191668501225,8136.460468844214
Bachelors,2013,Pune,3,27.0,Male,No,5,0,31.356560103185682,6955.296950648983
Bachelors,2016,New Delhi,3,24.0,Female,No,2,0,30.79100923491756,8053.023108303446
Bachelors,2012,Bangalore,3,25.0,Female,No,3,0,41.293901006341486,16535.916997395863
Bachelors,2012,Pune,3,28.0,Male,No,3,0,54.31659992345499,11382.584889077643
Bachelors,2018,Pune,3,25.0,Male,Yes,3,1,59.618283879448335,13481.23909628807
Bachelors,2014,Bangalore,3,27.0,Male,No,5,1,34.512506733105845,5315.137354795411
Bachelors,2016,Bangalore,3,27.0,Female,No,5,0,47.82392146056405,5516.469628599718
Masters,2015,Pune,2,24.0,Female,No,2,0,41.426725698930646,11687.383247405243
Masters,2014,Bangalore,3,24.0,Female,No,2,1,59.09743193443809,17249.828648024355
Bachelors,2013,Bangalore,3,25.0,Male,No,3,0,55.263567694071256,18278.58318061348
Masters,2017,New Delhi,3,24.0,Male,No,2,0,55.149861141334135,6300.598513934603
Bachelors,2015,Bangalore,3,25.0,Male,,3,0,44.06079479384911,13075.446531515343
Bachelors,2017,Bangalore,3,24.0,Male,No,2,0,42.44458507012995,18698.445294189056
Bachelors,2017,New Delhi,2,28.0,Male,No,3,0,38.20221215792119,10819.591315968297
Bachelors,2016,Bangalore,3,28.0,Male,No,2,0,31.691264899527813,17443.487471425527
PHD,2014,New Delhi,3,24.0,Male,No,2,0,55.9416712876516,7005.434815991543
Masters,2017,New Delhi,2,,Female,No,4,0,54.387030273902326,19030.91734501698
Masters,2018,New Delhi,3,25.0,Male,No,3,1,59.991530198583916,16271.34976296954
Bachelors,2014,Bangalore,3,28.0,Male,No,3,1,59.89910511221716,19120.015891803523
Bachelors,2014,Bangalore,3,25.0,Male,No,3,1,46.66295116807882,15149.258503287598
Bachelors,2018,New Delhi,3,,Female,No,3,1,53.06962245541531,10451.058979991405
Masters,2017,New Delhi,2,25.0,Male,Yes,3,1,58.34297189647284,19072.717587870837
Masters,2013,New Delhi,3,28.0,Male,No,2,0,55.48942172032234,9133.501644637676
Bachelors,2014,Bangalore,3,26.0,Male,Yes,4,0,37.42044305229593,9982.587830925988
Masters,2017,New Delhi,2,,Female,No,3,1,43.516324059302804,15512.126270026105
Masters,2013,New Delhi,3,25.0,Female,No,3,0,33.87478245454485,16479.744492880796
Bachelors,2016,Bangalore,3,25.0,Male,No,3,0,58.621530817761666,18941.052257737305
Bachelors,2018,Bangalore,3,24.0,Male,No,2,1,48.1852390335264,8072.036135843142
Masters,2017,New Delhi,2,26.0,Male,Yes,4,1,36.85928416510388,16969.97052828836
Bachelors,2013,Bangalore,3,24.0,Male,No,2,0,50.15102053217571,16078.190800954451
Bachelors,2013,Bangalore,3,,Male,No,2,0,48.543847213736875,5956.918343803968
Masters,2015,Pune,3,28.0,Female,Yes,2,0,40.74488154098522,10808.347118153104
Bachelors,2015,Pune,2,27.0,Female,Yes,5,1,33.40672776598887,9241.481855901478
Masters,2014,Pune,2,27.0,Female,No,5,0,50.14719586778399,9567.356365310456
Bachelors,2017,New Delhi,2,27.0,Male,No,5,0,45.6092310271138,19744.203193320514
Bachelors,2012,Bangalore,3,26.0,Male,No,4,0,53.16955175206918,14641.661202198919
Masters,2015,Pune,1,27.0,Female,No,5,0,45.6049050333598,15765.142366902493
Bachelors,2013,Bangalore,1,28.0,Male,No,3,1,55.5654450095562,19649.26455972514
Bachelors,2012,Pune,2,26.0,Female,No,4,1,46.55720516323457,10658.02673686458
Bachelors,2013,Bangalore,3,27.0,Male,No,5,0,46.82813914606159,17027.60252679209
Masters,2017,New Delhi,2,25.0,Male,No,3,0,56.29960807975035,11517.96444956743
Bachelors,2017,Bangalore,3,,Male,No,5,0,42.10448598637191,18043.005077224698
Bachelors,2012,Bangalore,3,24.0,Male,No,2,0,34.02045685351922,7709.863119669548
Bachelors,2017,New Delhi,3,26.0,Male,No,4,0,30.86348028940017,19215.292655964193
Bachelors,2014,Bangalore,3,28.0,Female,No,1,1,52.65411767020857,8281.575626163194
Bachelors,2015,Bangalore,3,25.0,Male,No,3,0,48.60928654060394,9893.307604713973
Bachelors,2015,Pune,2,28.0,Female,No,3,1,51.12239304297671,16342.883511601707
Bachelors,2017,Bangalore,3,,Female,No,2,0,36.388924845267326,10906.3271234811
Bachelors,2016,Bangalore,3,27.0,Female,No,5,1,34.09114426760309,14123.170651496699
Bachelors,2012,Bangalore,3,25.0,Male,No,3,0,30.436339970036457,11668.602516041428
Masters,2018,Pune,3,25.0,Male,No,3,1,40.517626764197914,16135.549056346728
Bachelors,2015,Pune,3,26.0,Male,No,4,0,47.69753060563899,8424.968785529163
Bachelors,2014,Pune,3,26.0,Male,No,4,0,41.76732135299197,5876.869808553155
